,date,date.1,open_apple,high_apple,low_apple,apple_price,apple_adj,volume_apple,divid,split coef,apple,iphone,apple watch,airpods
80,2020-01-14,2020-01-14,316.7,317.57,312.17,312.68,311.1069,40653457.0,0.0,1.0,28.8,29.26,24.79,35.69
79,2020-01-15,2020-01-15,311.85,315.5,309.55,311.34,309.7736,30480882.0,0.0,1.0,29.88,29.26,24.05,36.12
78,2020-01-16,2020-01-16,313.59,315.7,312.09,315.24,313.654,27207254.0,0.0,1.0,29.88,30.02,24.79,35.69
77,2020-01-17,2020-01-17,316.27,318.74,315.0,318.73,317.1265,34454117.0,0.0,1.0,30.24,29.64,24.79,37.41
76,2020-01-21,2020-01-21,317.19,319.02,316.0,316.57,314.9773,27235039.0,0.0,1.0,29.16,31.20000000000001,21.76,29.25
75,2020-01-22,2020-01-22,318.58,319.99,317.31,317.7,316.1017,25458115.0,0.0,1.0,29.16,30.81,20.4,30.03
74,2020-01-23,2020-01-23,317.92,319.56,315.65,319.23,317.624,26117993.0,0.0,1.0,29.52,30.03,20.74,31.20000000000001
73,2020-01-24,2020-01-24,320.25,323.33,317.5188,318.31,316.7086,36634380.0,0.0,1.0,30.24,28.86,21.76,29.64
72,2020-01-27,2020-01-27,310.06,311.77,304.88,308.95,307.3957,40485005.0,0.0,1.0,24.09,23.8,18.24,25.16
71,2020-01-28,2020-01-28,312.6,318.4,312.19,317.69,316.0917,40558486.0,0.0,1.0,25.74,24.14,17.92,28.86
70,2020-01-29,2020-01-29,324.45,327.85,321.38,324.34,322.7082,54149928.0,0.0,1.0,26.4,24.48,19.52,27.38
69,2020-01-30,2020-01-30,320.5435,324.09,318.75,323.87,322.2406,31685808.0,0.0,1.0,25.74,25.500000000000004,19.84,27.75
68,2020-01-31,2020-01-31,320.93,322.68,308.29,309.51,307.9529,49897096.0,0.0,1.0,25.41,24.48,19.84,26.64
67,2020-02-03,2020-02-03,304.3,313.49,302.22,308.66,307.1071,43496401.0,0.0,1.0,25.28,26.6,24.42,28.08
66,2020-02-04,2020-02-04,315.31,319.64,313.6345,318.85,317.2459,34154134.0,0.0,1.0,27.52,28.35,26.07,29.88
65,2020-02-05,2020-02-05,323.52,324.76,318.95,321.45,319.8328,29706718.0,0.0,1.0,28.16,28.7,25.74,30.24
64,2020-02-06,2020-02-06,322.57,325.22,320.2648,325.21,323.5739,26356385.0,0.0,1.0,28.16,29.4,26.4,31.68
63,2020-02-07,2020-02-07,322.37,323.4,318.0,320.03,319.1861,29421012.0,0.77,1.0,28.8,29.05,27.06,31.32
62,2020-02-10,2020-02-10,314.18,321.55,313.85,321.55,320.702,27337215.0,0.0,1.0,30.36000000000001,29.4,25.6,31.82
61,2020-02-11,2020-02-11,323.6,323.9,318.71,319.61,318.7672,23580780.0,0.0,1.0,28.71,29.05,23.36,32.19
60,2020-02-12,2020-02-12,321.47,327.22,321.47,327.2,326.3371,28432573.0,0.0,1.0,29.04000000000001,29.4,23.68,31.08
59,2020-02-13,2020-02-13,324.19,326.22,323.35,324.87,324.0133,23686892.0,0.0,1.0,28.71,28.7,24.64,32.56
58,2020-02-14,2020-02-14,324.73,325.98,322.85,324.95,324.0931,20028447.0,0.0,1.0,29.04000000000001,30.1,25.6,33.3
57,2020-02-18,2020-02-18,315.36,319.75,314.61,319.0,318.1588,38190545.0,0.0,1.0,29.44,31.82,26.07,29.88
56,2020-02-19,2020-02-19,320.0,324.57,320.0,323.62,322.7666,23495991.0,0.0,1.0,28.48,31.08,25.08,30.6
55,2020-02-20,2020-02-20,322.63,324.65,318.21,320.3,319.4553,25141489.0,0.0,1.0,28.16,30.34,25.74,30.6
54,2020-02-21,2020-02-21,318.62,320.45,310.5,313.05,312.2245,32426415.0,0.0,1.0,28.16,31.45,24.75,30.6
53,2020-02-24,2020-02-24,297.26,304.18,289.23,298.18,297.3937,55548828.0,0.0,1.0,30.03,30.96,22.8,28.8
52,2020-02-25,2020-02-25,300.95,302.53,286.13,288.08,287.3203,57668364.0,0.0,1.0,29.37,30.6,24.0,31.32
51,2020-02-26,2020-02-26,286.53,297.88,286.5,292.65,291.8783,49678431.0,0.0,1.0,29.04000000000001,30.6,21.6,30.6
50,2020-02-27,2020-02-27,281.1,286.0,272.96,273.52,272.7987,80151381.0,0.0,1.0,30.36000000000001,32.04,23.1,29.88
49,2020-02-28,2020-02-28,257.26,278.41,256.37,273.36,272.6391,106721230.0,0.0,1.0,31.35,32.04,22.5,30.24
48,2020-03-02,2020-03-02,282.28,301.44,277.72,298.81,298.022,85349339.0,0.0,1.0,29.04000000000001,29.88,24.36,29.92
47,2020-03-03,2020-03-03,303.67,304.0,285.8,289.32,288.557,79868852.0,0.0,1.0,31.68,31.68,23.49,27.54000000000001
46,2020-03-04,2020-03-04,296.44,303.4,293.13,302.74,301.9417,54794568.0,0.0,1.0,28.71,29.88,23.49,28.9
45,2020-03-05,2020-03-05,295.52,299.55,291.41,292.92,292.1475,46893219.0,0.0,1.0,28.38000000000001,29.88,22.33,28.22
44,2020-03-06,2020-03-06,282.0,290.82,281.23,289.03,288.2678,56544246.0,0.0,1.0,28.71,29.52,22.33,31.28
43,2020-03-09,2020-03-09,263.75,278.09,263.0,266.17,265.4681,71686208.0,0.0,1.0,27.84,27.20000000000001,21.32,27.9
42,2020-03-10,2020-03-10,277.14,286.44,269.37,285.34,284.5875,71322520.0,0.0,1.0,27.2,27.20000000000001,20.02,25.73
41,2020-03-11,2020-03-11,277.39,281.22,271.86,275.43,274.7037,64094970.0,0.0,1.0,26.24,26.520000000000003,19.5,25.11
40,2020-03-12,2020-03-12,255.94,270.0,248.0,248.23,247.5754,104618517.0,0.0,1.0,25.6,23.12,16.38,22.63
39,2020-03-13,2020-03-13,264.89,279.92,252.95,277.97,277.237,92683032.0,0.0,1.0,26.24,24.48,16.12,21.7
38,2020-03-16,2020-03-16,241.95,259.08,240.0,242.21,241.5713,80605865.0,0.0,1.0,28.71,24.09,10.26,20.160000000000004
37,2020-03-17,2020-03-17,247.51,257.61,238.4,252.86,252.1932,81013965.0,0.0,1.0,28.05,24.42,9.31,20.72
36,2020-03-18,2020-03-18,239.77,250.0,237.12,246.67,246.0195,75058406.0,0.0,1.0,30.03,25.41,9.88,20.44
35,2020-03-19,2020-03-19,247.385,252.84,242.61,244.78,244.1345,67964255.0,0.0,1.0,30.03,26.4,10.26,21.56
34,2020-03-20,2020-03-20,247.18,251.83,228.0,229.24,228.6355,100423346.0,0.0,1.0,27.39,25.08,9.5,19.040000000000006
33,2020-03-23,2020-03-23,228.08,228.4997,212.61,224.37,223.7783,84188208.0,0.0,1.0,29.92,26.86000000000001,11.13,23.4
32,2020-03-24,2020-03-24,236.36,247.69,234.3,246.88,246.229,71882773.0,0.0,1.0,30.94,26.86000000000001,11.97,22.5
31,2020-03-25,2020-03-25,250.75,258.25,244.3,245.52,244.8725,75900510.0,0.0,1.0,30.94,27.88000000000001,12.39,24.0
30,2020-03-26,2020-03-26,246.52,258.68,246.36,258.44,257.7585,63140169.0,0.0,1.0,29.92,28.22,12.39,23.1
29,2020-03-27,2020-03-27,252.75,255.87,247.05,247.74,247.0867,51054153.0,0.0,1.0,29.92,27.88000000000001,12.6,24.0
28,2020-03-30,2020-03-30,250.74,255.52,249.4,254.81,254.138,41994110.0,0.0,1.0,27.2,27.3,12.18,19.71
27,2020-03-31,2020-03-31,255.6,262.49,252.0,254.29,253.6194,49250501.0,0.0,1.0,27.52,28.0,12.81,18.9
26,2020-04-01,2020-04-01,246.5,248.72,239.13,240.91,240.2747,44054638.0,0.0,1.0,24.0,23.45,12.39,21.87
25,2020-04-02,2020-04-02,240.34,245.15,236.9,244.93,244.2841,41483493.0,0.0,1.0,23.36,23.45,12.39,21.6
24,2020-04-03,2020-04-03,242.8,245.7,238.9741,241.41,240.7734,32470017.0,0.0,1.0,23.68,23.45,11.76,20.790000000000006
23,2020-04-06,2020-04-06,250.9,263.11,249.38,262.47,261.7778,50455071.0,0.0,1.0,24.09,22.4,14.4,21.28
22,2020-04-07,2020-04-07,270.8,271.7,259.0,259.43,258.7459,50721831.0,0.0,1.0,24.42,23.45,15.36,22.96
21,2020-04-08,2020-04-08,262.74,267.37,261.23,266.07,265.3684,42223821.0,0.0,1.0,24.75,24.5,15.12,23.520000000000003
20,2020-04-09,2020-04-09,268.7,270.07,264.7,267.99,267.2833,40529123.0,0.0,1.0,24.09,24.5,14.4,22.4
19,2020-04-13,2020-04-13,268.31,273.7,265.83,273.25,272.5294,32755731.0,0.0,1.0,30.03,30.53,18.200000000000006,26.97
18,2020-04-14,2020-04-14,280.0,288.25,278.05,287.05,286.293,48748672.0,0.0,1.0,30.81,31.39,20.44,26.35
17,2020-04-15,2020-04-15,282.4,286.33,280.63,284.43,283.6799,32788641.0,0.0,1.0,33.93,39.56,21.000000000000004,28.52
16,2020-04-16,2020-04-16,287.38,288.1975,282.3502,286.69,285.934,39281290.0,0.0,1.0,35.49,41.71,21.840000000000003,31.0
15,2020-04-17,2020-04-17,284.69,286.945,276.86,282.8,282.0542,53812478.0,0.0,1.0,37.44,43.0,22.680000000000003,28.52
14,2020-04-20,2020-04-20,277.95,281.68,276.85,276.93,276.1997,32503750.0,0.0,1.0,30.71,31.57,21.75,25.2
13,2020-04-21,2020-04-21,276.28,277.25,265.43,268.37,267.6623,45247893.0,0.0,1.0,31.08,30.34,22.62,26.7
12,2020-04-22,2020-04-22,273.61,277.9,272.2,276.1,275.3719,29264342.0,0.0,1.0,31.08,32.8,23.78,27.6
11,2020-04-23,2020-04-23,275.87,281.75,274.87,275.03,274.3047,31203582.0,0.0,1.0,31.08,31.98,22.33,24.9
10,2020-04-24,2020-04-24,277.2,283.01,277.0,282.97,282.2238,31627183.0,0.0,1.0,31.08,34.85,23.49,24.0
9,2020-04-27,2020-04-27,281.8,284.54,279.95,283.17,282.4233,29271893.0,0.0,1.0,33.54,30.42,30.94,26.1
8,2020-04-28,2020-04-28,285.08,285.83,278.2,278.58,277.8454,28001187.0,0.0,1.0,33.93,30.81,30.26,27.3
7,2020-04-29,2020-04-29,284.73,289.67,283.89,287.73,286.9712,34320204.0,0.0,1.0,33.54,29.25,28.9,26.4
6,2020-04-30,2020-04-30,289.96,294.53,288.35,293.8,293.0252,45765968.0,0.0,1.0,34.71,30.03,29.58,26.4
5,2020-05-01,2020-05-01,286.25,299.0,285.85,289.07,288.3077,60154175.0,0.0,1.0,37.05,35.1,25.840000000000003,27.3
4,2020-05-04,2020-05-04,289.17,293.69,286.3172,293.16,292.3869,33391986.0,0.0,1.0,34.58,33.54,30.4,26.7
3,2020-05-05,2020-05-05,295.06,301.0,294.46,297.56,296.7753,36937795.0,0.0,1.0,36.1,33.54,30.78,27.3
2,2020-05-06,2020-05-06,300.46,303.24,298.87,300.63,299.8372,35583438.0,0.0,1.0,36.48,37.83,33.06,29.4
1,2020-05-07,2020-05-07,303.22,305.17,301.97,303.74,302.939,28803764.0,0.0,1.0,34.58,34.71,31.54,28.2
0,2020-05-08,2020-05-08,305.64,310.35,304.29,310.13,310.13,33511985.0,0.82,1.0,35.34,34.71,31.92,26.7
